num_ordre;ref_matiere;quantite_prevue;quantite_utilisee;unite
OF-2024-0923;PEI-001;25.9;25.9;L
OF-2025-0924;ALU-001;16.3;16.3;m2
OF-2025-0924;VIS-001;245.9;245.9;piece
OF-2025-0924;ETR-001;8.0;8.0;m
OF-2025-0924;PEI-001;11.8;11.8;L
OF-2024-0925;BOIS-002;7.5;7.5;m2
OF-2024-0925;ALU-001;18.4;18.4;m2
OF-2024-0925;VIS-001;233.1;233.1;piece
OF-2024-0925;MAS-001;13.4;13.4;L
OF-2024-0926;CAR-001;3.6;3.6;m2
OF-2024-0926;VIS-001;88.1;88.1;piece
OF-2024-0926;FIL-001;3.8;3.8;bobine
OF-2023-0927;BOIS-001;2.0;2.0;m3
OF-2023-0927;RES-001;10.2;10.2;L
OF-2023-0927;VIS-001;118.5;118.5;piece
OF-2023-0927;PEI-001;9.0;9.0;L
OF-2025-0928;BOIS-002;4.3;4.3;m2
OF-2025-0928;RES-001;4.3;4.3;L
OF-2025-0928;VIS-001;64.4;64.4;piece
OF-2024-0929;ALU-001;12.7;4.8;m2
OF-2024-0929;VIS-001;148.9;56.5;piece
OF-2024-0929;FIL-001;4.7;1.8;bobine
OF-2024-0929;PEI-001;14.8;5.6;L
OF-2025-0930;BOIS-001;5.3;0.0;m3
OF-2025-0930;ALU-001;34.3;0.0;m2
OF-2025-0930;VIS-001;485.6;0.0;piece
OF-2025-0930;ETR-001;30.7;0.0;m
OF-2025-0930;PEI-001;38.5;0.0;L
OF-2023-0931;BOIS-001;2.8;0.0;m3
OF-2023-0931;RES-001;13.0;0.0;L
OF-2023-0931;VIS-001;215.2;0.0;piece
OF-2023-0931;PEI-001;22.7;0.0;L
OF-2025-0932;ALU-001;24.1;24.1;m2
OF-2025-0932;VIS-001;344.7;344.7;piece
OF-2025-0932;ETR-001;13.8;13.8;m
OF-2025-0932;PEI-001;18.5;18.5;L
OF-2024-0933;BOIS-002;8.5;8.5;m2
OF-2024-0933;ALU-001;25.5;25.5;m2
OF-2024-0933;CAR-001;4.6;4.6;m2
OF-2024-0933;VIS-001;464.8;464.8;piece
OF-2024-0934;CAR-001;3.6;3.6;m2
OF-2024-0934;VIS-001;112.1;112.1;piece
OF-2024-0934;FIL-001;3.6;3.6;bobine
OF-2024-0934;MAS-001;16.9;16.9;L
OF-2024-0935;BOIS-001;4.7;4.7;m3
OF-2024-0935;ALU-001;42.5;42.5;m2
OF-2024-0935;VIS-001;353.3;353.3;piece
OF-2024-0935;ETR-001;15.3;15.3;m
OF-2024-0935;PEI-001;35.4;35.4;L
OF-2026-0936;ALU-001;19.6;0.0;m2
OF-2026-0936;VIS-001;163.5;0.0;piece
OF-2026-0936;ETR-001;14.3;0.0;m
OF-2026-0936;PEI-001;12.1;0.0;L
OF-2023-0937;BOIS-002;4.3;4.3;m2
OF-2023-0937;ALU-001;17.1;17.1;m2
OF-2023-0937;VIS-001;268.2;268.2;piece
OF-2023-0937;MAS-001;10.9;10.9;L
OF-2023-0938;CAR-001;2.7;2.7;m2
OF-2023-0938;VIS-001;94.3;94.3;piece
OF-2023-0938;FIL-001;2.4;2.4;bobine
OF-2024-0939;BOIS-001;1.8;1.8;m3
OF-2024-0939;RES-001;7.7;7.7;L
OF-2024-0939;VIS-001;120.0;120.0;piece
OF-2024-0939;PEI-001;7.2;7.2;L
OF-2026-0940;BOIS-002;3.9;3.9;m2
OF-2026-0940;RES-001;5.6;5.6;L
OF-2026-0940;VIS-001;94.2;94.2;piece
OF-2024-0941;ALU-001;14.9;14.9;m2
OF-2024-0941;VIS-001;138.7;138.7;piece
OF-2024-0941;FIL-001;2.9;2.9;bobine
OF-2024-0941;PEI-001;13.8;13.8;L
OF-2024-0942;BOIS-001;7.1;7.1;m3
OF-2024-0942;ALU-001;37.3;37.3;m2
OF-2024-0942;VIS-001;381.5;381.5;piece
OF-2024-0942;ETR-001;25.5;25.5;m
OF-2024-0942;PEI-001;45.6;45.6;L
OF-2024-0943;BOIS-001;3.7;3.7;m3
OF-2024-0943;RES-001;12.1;12.1;L
OF-2024-0943;VIS-001;175.0;175.0;piece
OF-2024-0943;PEI-001;22.2;22.2;L
OF-2024-0944;ALU-001;25.3;25.3;m2
OF-2024-0944;VIS-001;346.9;346.9;piece
OF-2024-0944;ETR-001;16.6;16.6;m
OF-2024-0944;PEI-001;10.2;10.2;L
OF-2025-0945;BOIS-002;9.2;5.8;m2
OF-2025-0945;ALU-001;24.8;15.6;m2
OF-2025-0945;CAR-001;6.4;4.0;m2
OF-2025-0945;VIS-001;411.9;259.9;piece
OF-2025-0946;CAR-001;5.6;5.6;m2
OF-2025-0946;VIS-001;108.0;108.0;piece
OF-2025-0946;FIL-001;5.0;5.0;bobine
OF-2025-0946;MAS-001;17.3;17.3;L
OF-2024-0947;BOIS-001;5.1;5.1;m3
OF-2024-0947;ALU-001;44.3;44.3;m2
OF-2024-0947;VIS-001;558.2;558.2;piece
OF-2024-0947;ETR-001;18.0;18.0;m
OF-2024-0947;PEI-001;25.2;25.2;L
OF-2023-0948;ALU-001;17.3;17.3;m2
OF-2023-0948;VIS-001;197.4;197.4;piece
OF-2023-0948;ETR-001;9.9;9.9;m
OF-2023-0948;PEI-001;11.9;11.9;L
OF-2023-0949;BOIS-002;4.7;0.0;m2
OF-2023-0949;ALU-001;16.4;0.0;m2
OF-2023-0949;VIS-001;273.3;0.0;piece
OF-2023-0949;MAS-001;10.4;0.0;L
OF-2024-0950;CAR-001;3.2;3.2;m2
OF-2024-0950;VIS-001;73.8;73.8;piece
OF-2024-0950;FIL-001;3.8;3.8;bobine
OF-2024-0951;BOIS-001;1.6;0.0;m3
OF-2024-0951;RES-001;10.6;0.0;L
OF-2024-0951;VIS-001;111.5;0.0;piece
OF-2024-0951;PEI-001;9.2;0.0;L
OF-2023-0952;BOIS-002;5.0;5.0;m2
OF-2023-0952;RES-001;5.7;5.7;L
OF-2023-0952;VIS-001;64.0;64.0;piece
OF-2024-0953;ALU-001;13.9;13.9;m2
OF-2024-0953;VIS-001;187.2;187.2;piece
OF-2024-0953;FIL-001;4.7;4.7;bobine
OF-2024-0953;PEI-001;9.5;9.5;L
OF-2023-0954;BOIS-001;5.0;5.0;m3
OF-2023-0954;ALU-001;34.2;34.2;m2
OF-2023-0954;VIS-001;399.4;399.4;piece
OF-2023-0954;ETR-001;23.0;23.0;m
OF-2023-0954;PEI-001;39.0;39.0;L
OF-2024-0955;BOIS-001;2.3;2.3;m3
OF-2024-0955;RES-001;11.0;11.0;L
OF-2024-0955;VIS-001;184.9;184.9;piece
OF-2024-0955;PEI-001;25.0;25.0;L
OF-2025-0956;ALU-001;27.2;0.0;m2
OF-2025-0956;VIS-001;285.4;0.0;piece
OF-2025-0956;ETR-001;16.9;0.0;m
OF-2025-0956;PEI-001;11.0;0.0;L
OF-2026-0957;BOIS-002;7.6;7.6;m2
OF-2026-0957;ALU-001;23.5;23.5;m2
OF-2026-0957;CAR-001;6.2;6.2;m2
OF-2026-0957;VIS-001;481.2;481.2;piece
OF-2025-0958;CAR-001;4.4;4.4;m2
OF-2025-0958;VIS-001;108.1;108.1;piece
OF-2025-0958;FIL-001;4.8;4.8;bobine
OF-2025-0958;MAS-001;11.8;11.8;L
OF-2025-0959;BOIS-001;5.3;5.3;m3
OF-2025-0959;ALU-001;37.9;37.9;m2
OF-2025-0959;VIS-001;587.4;587.4;piece
OF-2025-0959;ETR-001;29.8;29.8;m
OF-2025-0959;PEI-001;29.9;29.9;L
OF-2024-0960;ALU-001;14.9;14.9;m2
OF-2024-0960;VIS-001;195.9;195.9;piece
OF-2024-0960;ETR-001;14.5;14.5;m
OF-2024-0960;PEI-001;12.0;12.0;L
OF-2023-0961;BOIS-002;5.9;5.9;m2
OF-2023-0961;ALU-001;11.5;11.5;m2
OF-2023-0961;VIS-001;192.0;192.0;piece
OF-2023-0961;MAS-001;12.2;12.2;L
OF-2026-0962;CAR-001;3.8;3.8;m2
OF-2026-0962;VIS-001;82.2;82.2;piece
OF-2026-0962;FIL-001;3.5;3.5;bobine
OF-2023-0963;BOIS-001;1.7;1.7;m3
OF-2023-0963;RES-001;8.6;8.6;L
OF-2023-0963;VIS-001;151.4;151.4;piece
OF-2023-0963;PEI-001;10.7;10.7;L
OF-2025-0964;BOIS-002;5.9;5.9;m2
OF-2025-0964;RES-001;4.6;4.6;L
OF-2025-0964;VIS-001;117.4;117.4;piece
OF-2025-0965;ALU-001;8.6;8.6;m2
OF-2025-0965;VIS-001;111.4;111.4;piece
OF-2025-0965;FIL-001;4.9;4.9;bobine
OF-2025-0965;PEI-001;11.7;11.7;L
OF-2023-0966;BOIS-001;5.0;5.0;m3
OF-2023-0966;ALU-001;34.1;34.1;m2
OF-2023-0966;VIS-001;352.4;352.4;piece
OF-2023-0966;ETR-001;28.9;28.9;m
OF-2023-0966;PEI-001;42.8;42.8;L
OF-2026-0967;BOIS-001;4.0;4.0;m3
OF-2026-0967;RES-001;12.4;12.4;L
OF-2026-0967;VIS-001;246.4;246.4;piece
OF-2026-0967;PEI-001;22.7;22.7;L
OF-2024-0968;ALU-001;20.1;20.1;m2
OF-2024-0968;VIS-001;202.6;202.6;piece
OF-2024-0968;ETR-001;16.4;16.4;m
OF-2024-0968;PEI-001;13.9;13.9;L
OF-2023-0969;BOIS-002;7.6;7.6;m2
OF-2023-0969;ALU-001;29.6;29.6;m2
OF-2023-0969;CAR-001;5.4;5.4;m2
OF-2023-0969;VIS-001;499.1;499.1;piece
OF-2024-0970;CAR-001;5.5;5.5;m2
OF-2024-0970;VIS-001;124.4;124.4;piece
OF-2024-0970;FIL-001;3.0;3.0;bobine
OF-2024-0970;MAS-001;11.7;11.7;L
OF-2023-0971;BOIS-001;6.8;6.8;m3
OF-2023-0971;ALU-001;46.2;46.2;m2
OF-2023-0971;VIS-001;546.4;546.4;piece
OF-2023-0971;ETR-001;28.6;28.6;m
OF-2023-0971;PEI-001;34.8;34.8;L
OF-2025-0972;ALU-001;14.4;14.4;m2
OF-2025-0972;VIS-001;242.9;242.9;piece
OF-2025-0972;ETR-001;13.9;13.9;m
OF-2025-0972;PEI-001;10.0;10.0;L
OF-2023-0973;BOIS-002;7.2;0.0;m2
OF-2023-0973;ALU-001;17.6;0.0;m2
OF-2023-0973;VIS-001;189.7;0.0;piece
OF-2023-0973;MAS-001;14.6;0.0;L
OF-2025-0974;CAR-001;2.1;2.1;m2
OF-2025-0974;VIS-001;82.8;82.8;piece
OF-2025-0974;FIL-001;3.8;3.8;bobine
OF-2024-0975;BOIS-001;2.9;2.9;m3
OF-2024-0975;RES-001;7.3;7.3;L
OF-2024-0975;VIS-001;106.4;106.4;piece
OF-2024-0975;PEI-001;6.4;6.4;L
OF-2025-0976;BOIS-002;5.6;5.3;m2
OF-2025-0976;RES-001;4.8;4.6;L
OF-2025-0976;VIS-001;104.9;99.9;piece
OF-2024-0977;ALU-001;12.6;12.6;m2
OF-2024-0977;VIS-001;192.7;192.7;piece
OF-2024-0977;FIL-001;4.0;4.0;bobine
OF-2024-0977;PEI-001;14.6;14.6;L
OF-2024-0978;BOIS-001;7.9;7.9;m3
OF-2024-0978;ALU-001;37.4;37.4;m2
OF-2024-0978;VIS-001;403.5;403.5;piece
OF-2024-0978;ETR-001;23.6;23.6;m
OF-2024-0978;PEI-001;30.6;30.6;L
OF-2026-0979;BOIS-001;3.8;3.8;m3
OF-2026-0979;RES-001;14.3;14.3;L
OF-2026-0979;VIS-001;193.6;193.6;piece
OF-2026-0979;PEI-001;16.6;16.6;L
OF-2025-0980;ALU-001;18.7;10.1;m2
OF-2025-0980;VIS-001;395.1;212.5;piece
OF-2025-0980;ETR-001;14.3;7.7;m
OF-2025-0980;PEI-001;16.0;8.6;L
OF-2025-0981;BOIS-002;9.1;9.1;m2
OF-2025-0981;ALU-001;31.9;31.9;m2
OF-2025-0981;CAR-001;5.3;5.3;m2
OF-2025-0981;VIS-001;311.9;311.9;piece
OF-2023-0982;CAR-001;4.4;0.0;m2
OF-2023-0982;VIS-001;131.3;0.0;piece
OF-2023-0982;FIL-001;3.0;0.0;bobine
OF-2023-0982;MAS-001;14.6;0.0;L
OF-2024-0983;BOIS-001;6.1;6.1;m3
OF-2024-0983;ALU-001;38.9;38.9;m2
OF-2024-0983;VIS-001;578.7;578.7;piece
OF-2024-0983;ETR-001;22.4;22.4;m
OF-2024-0983;PEI-001;27.1;27.1;L
OF-2025-0984;ALU-001;14.4;14.4;m2
OF-2025-0984;VIS-001;240.3;240.3;piece
OF-2025-0984;ETR-001;8.5;8.5;m
OF-2025-0984;PEI-001;9.0;9.0;L
OF-2025-0985;BOIS-002;6.8;6.8;m2
OF-2025-0985;ALU-001;16.4;16.4;m2
OF-2025-0985;VIS-001;189.0;189.0;piece
OF-2025-0985;MAS-001;10.4;10.4;L
OF-2024-0986;CAR-001;2.7;2.7;m2
OF-2024-0986;VIS-001;113.1;113.1;piece
OF-2024-0986;FIL-001;2.3;2.3;bobine
OF-2026-0987;BOIS-001;2.4;2.0;m3
OF-2026-0987;RES-001;11.0;9.0;L
OF-2026-0987;VIS-001;106.4;87.3;piece
OF-2026-0987;PEI-001;6.5;5.3;L
OF-2023-0988;BOIS-002;4.7;4.7;m2
OF-2023-0988;RES-001;5.1;5.1;L
OF-2023-0988;VIS-001;112.1;112.1;piece
OF-2025-0989;ALU-001;9.0;9.0;m2
OF-2025-0989;VIS-001;143.4;143.4;piece
OF-2025-0989;FIL-001;4.0;4.0;bobine
OF-2025-0989;PEI-001;14.3;14.3;L
OF-2025-0990;BOIS-001;6.5;6.5;m3
OF-2025-0990;ALU-001;32.9;32.9;m2
OF-2025-0990;VIS-001;410.8;410.8;piece
OF-2025-0990;ETR-001;30.2;30.2;m
OF-2025-0990;PEI-001;37.0;37.0;L
OF-2025-0991;BOIS-001;3.6;3.6;m3
OF-2025-0991;RES-001;13.8;13.8;L
OF-2025-0991;VIS-001;243.9;243.9;piece
OF-2025-0991;PEI-001;20.8;20.8;L
OF-2025-0992;ALU-001;20.2;20.2;m2
OF-2025-0992;VIS-001;271.5;271.5;piece
OF-2025-0992;ETR-001;17.6;17.6;m
OF-2025-0992;PEI-001;12.2;12.2;L
OF-2026-0993;BOIS-002;6.7;3.3;m2
OF-2026-0993;ALU-001;32.7;16.3;m2
OF-2026-0993;CAR-001;5.7;2.8;m2
OF-2026-0993;VIS-001;340.0;169.0;piece
OF-2026-0994;CAR-001;5.5;5.5;m2
OF-2026-0994;VIS-001;126.7;126.7;piece
OF-2026-0994;FIL-001;5.5;5.5;bobine
OF-2026-0994;MAS-001;13.7;13.7;L
OF-2025-0995;BOIS-001;4.8;0.0;m3
OF-2025-0995;ALU-001;32.0;0.0;m2
OF-2025-0995;VIS-001;538.3;0.0;piece
OF-2025-0995;ETR-001;15.4;0.0;m
OF-2025-0995;PEI-001;28.9;0.0;L
OF-2023-0996;ALU-001;13.6;13.6;m2
OF-2023-0996;VIS-001;196.6;196.6;piece
OF-2023-0996;ETR-001;15.5;15.5;m
OF-2023-0996;PEI-001;11.0;11.0;L
OF-2024-0997;BOIS-002;4.1;4.1;m2
OF-2024-0997;ALU-001;18.4;18.4;m2
OF-2024-0997;VIS-001;270.0;270.0;piece
OF-2024-0997;MAS-001;12.2;12.2;L
OF-2023-0998;CAR-001;2.6;2.6;m2
OF-2023-0998;VIS-001;61.9;61.9;piece
OF-2023-0998;FIL-001;2.7;2.7;bobine
OF-2024-0999;BOIS-001;1.8;1.8;m3
OF-2024-0999;RES-001;10.8;10.8;L
OF-2024-0999;VIS-001;155.8;155.8;piece
OF-2024-0999;PEI-001;11.7;11.7;L
OF-2024-1000;BOIS-002;4.5;4.5;m2
OF-2024-1000;RES-001;7.4;7.4;L
OF-2024-1000;VIS-001;65.4;65.4;piece
OF-2024-1001;ALU-001;12.3;5.1;m2
OF-2024-1001;VIS-001;124.2;51.3;piece
OF-2024-1001;FIL-001;2.9;1.2;bobine
OF-2024-1001;PEI-001;8.3;3.4;L
OF-2024-1002;BOIS-001;5.7;5.7;m3
OF-2024-1002;ALU-001;27.0;27.0;m2
OF-2024-1002;VIS-001;372.4;372.4;piece
OF-2024-1002;ETR-001;25.6;25.6;m
OF-2024-1002;PEI-001;37.6;37.6;L
OF-2024-1003;BOIS-001;3.4;0.0;m3
OF-2024-1003;RES-001;10.0;0.0;L
OF-2024-1003;VIS-001;153.6;0.0;piece
OF-2024-1003;PEI-001;17.9;0.0;L
OF-2024-1004;ALU-001;18.7;18.7;m2
OF-2024-1004;VIS-001;376.6;376.6;piece
OF-2024-1004;ETR-001;13.7;13.7;m
OF-2024-1004;PEI-001;19.2;19.2;L
OF-2023-1005;BOIS-002;7.9;7.9;m2
OF-2023-1005;ALU-001;30.2;30.2;m2
OF-2023-1005;CAR-001;4.4;4.4;m2
OF-2023-1005;VIS-001;303.2;303.2;piece
OF-2024-1006;CAR-001;4.8;0.0;m2
OF-2024-1006;VIS-001;107.3;0.0;piece
OF-2024-1006;FIL-001;5.3;0.0;bobine
OF-2024-1006;MAS-001;13.4;0.0;L
OF-2023-1007;BOIS-001;6.5;6.5;m3
OF-2023-1007;ALU-001;32.8;32.8;m2
OF-2023-1007;VIS-001;503.6;503.6;piece
OF-2023-1007;ETR-001;26.2;26.2;m
OF-2023-1007;PEI-001;36.0;36.0;L
OF-2026-1008;ALU-001;13.0;13.0;m2
OF-2026-1008;VIS-001;191.5;191.5;piece
OF-2026-1008;ETR-001;11.2;11.2;m
OF-2026-1008;PEI-001;14.3;14.3;L
OF-2025-1009;BOIS-002;7.1;7.1;m2
OF-2025-1009;ALU-001;11.1;11.1;m2
OF-2025-1009;VIS-001;153.5;153.5;piece
OF-2025-1009;MAS-001;9.0;9.0;L
OF-2026-1010;CAR-001;2.7;2.7;m2
OF-2026-1010;VIS-001;95.7;95.7;piece
OF-2026-1010;FIL-001;3.2;3.2;bobine
OF-2023-1011;BOIS-001;1.9;1.9;m3
OF-2023-1011;RES-001;6.3;6.3;L
OF-2023-1011;VIS-001;144.7;144.7;piece
OF-2023-1011;PEI-001;7.1;7.1;L
OF-2024-1012;BOIS-002;4.7;0.0;m2
OF-2024-1012;RES-001;4.1;0.0;L
OF-2024-1012;VIS-001;72.8;0.0;piece
OF-2024-1013;ALU-001;10.2;6.4;m2
OF-2024-1013;VIS-001;140.0;88.5;piece
OF-2024-1013;FIL-001;4.3;2.7;bobine
OF-2024-1013;PEI-001;8.3;5.2;L
OF-2023-1014;BOIS-001;6.2;6.2;m3
OF-2023-1014;ALU-001;35.3;35.3;m2
OF-2023-1014;VIS-001;435.9;435.9;piece
OF-2023-1014;ETR-001;24.5;24.5;m
OF-2023-1014;PEI-001;31.4;31.4;L
OF-2024-1015;BOIS-001;2.1;2.1;m3
OF-2024-1015;RES-001;14.2;14.2;L
OF-2024-1015;VIS-001;274.5;274.5;piece
OF-2024-1015;PEI-001;21.7;21.7;L
OF-2026-1016;ALU-001;16.5;16.5;m2
OF-2026-1016;VIS-001;248.9;248.9;piece
OF-2026-1016;ETR-001;13.8;13.8;m
OF-2026-1016;PEI-001;11.0;11.0;L
OF-2024-1017;BOIS-002;6.9;6.9;m2
OF-2024-1017;ALU-001;29.9;29.9;m2
OF-2024-1017;CAR-001;4.7;4.7;m2
OF-2024-1017;VIS-001;459.2;459.2;piece
OF-2024-1018;CAR-001;5.6;5.6;m2
OF-2024-1018;VIS-001;127.0;127.0;piece
OF-2024-1018;FIL-001;4.6;4.6;bobine
OF-2024-1018;MAS-001;17.2;17.2;L
OF-2025-1019;BOIS-001;5.6;5.6;m3
OF-2025-1019;ALU-001;43.5;43.5;m2
OF-2025-1019;VIS-001;520.1;520.1;piece
OF-2025-1019;ETR-001;24.7;24.7;m
OF-2025-1019;PEI-001;35.5;35.5;L
OF-2024-1020;ALU-001;19.5;19.5;m2
OF-2024-1020;VIS-001;197.0;197.0;piece
OF-2024-1020;ETR-001;10.5;10.5;m
OF-2024-1020;PEI-001;11.4;11.4;L
OF-2026-1021;BOIS-002;5.4;5.4;m2
OF-2026-1021;ALU-001;10.8;10.8;m2
OF-2026-1021;VIS-001;240.8;240.8;piece
OF-2026-1021;MAS-001;8.7;8.7;L
OF-2023-1022;CAR-001;2.9;2.9;m2
OF-2023-1022;VIS-001;76.1;76.1;piece
OF-2023-1022;FIL-001;2.7;2.7;bobine
OF-2023-1023;BOIS-001;1.8;0.0;m3
OF-2023-1023;RES-001;8.8;0.0;L
OF-2023-1023;VIS-001;122.3;0.0;piece
OF-2023-1023;PEI-001;6.5;0.0;L
OF-2023-1024;BOIS-002;3.8;2.1;m2
OF-2023-1024;RES-001;5.5;3.1;L
OF-2023-1024;VIS-001;96.3;53.5;piece
OF-2024-1025;ALU-001;13.8;6.7;m2
OF-2024-1025;VIS-001;160.0;77.4;piece
OF-2024-1025;FIL-001;3.4;1.6;bobine
OF-2024-1025;PEI-001;11.5;5.6;L
OF-2024-1026;BOIS-001;7.3;7.3;m3
OF-2024-1026;ALU-001;37.7;37.7;m2
OF-2024-1026;VIS-001;348.1;348.1;piece
OF-2024-1026;ETR-001;25.3;25.3;m
OF-2024-1026;PEI-001;32.1;32.1;L
OF-2025-1027;BOIS-001;2.7;2.7;m3
OF-2025-1027;RES-001;11.5;11.5;L
OF-2025-1027;VIS-001;218.8;218.8;piece
OF-2025-1027;PEI-001;17.0;17.0;L
OF-2026-1028;ALU-001;18.3;18.3;m2
OF-2026-1028;VIS-001;331.1;331.1;piece
OF-2026-1028;ETR-001;17.2;17.2;m
OF-2026-1028;PEI-001;19.6;19.6;L
OF-2025-1029;BOIS-002;9.5;9.5;m2
OF-2025-1029;ALU-001;22.6;22.6;m2
OF-2025-1029;CAR-001;5.7;5.7;m2
OF-2025-1029;VIS-001;445.5;445.5;piece
OF-2023-1030;CAR-001;5.4;5.4;m2
OF-2023-1030;VIS-001;109.1;109.1;piece
OF-2023-1030;FIL-001;3.3;3.3;bobine
OF-2023-1030;MAS-001;13.0;13.0;L
OF-2023-1031;BOIS-001;4.3;4.3;m3
OF-2023-1031;ALU-001;37.9;37.9;m2
OF-2023-1031;VIS-001;483.0;483.0;piece
OF-2023-1031;ETR-001;21.3;21.3;m
OF-2023-1031;PEI-001;38.3;38.3;L
OF-2025-1032;ALU-001;15.9;15.9;m2
OF-2025-1032;VIS-001;169.0;169.0;piece
OF-2025-1032;ETR-001;15.8;15.8;m
OF-2025-1032;PEI-001;10.7;10.7;L
OF-2026-1033;BOIS-002;4.0;4.0;m2
OF-2026-1033;ALU-001;12.8;12.8;m2
OF-2026-1033;VIS-001;178.6;178.6;piece
OF-2026-1033;MAS-001;12.8;12.8;L
OF-2024-1034;CAR-001;3.5;3.5;m2
OF-2024-1034;VIS-001;94.6;94.6;piece
OF-2024-1034;FIL-001;2.4;2.4;bobine
OF-2024-1035;BOIS-001;2.9;2.0;m3
OF-2024-1035;RES-001;8.3;5.6;L
OF-2024-1035;VIS-001;127.9;86.8;piece
OF-2024-1035;PEI-001;7.7;5.2;L
OF-2023-1036;BOIS-002;4.7;4.7;m2
OF-2023-1036;RES-001;4.3;4.3;L
OF-2023-1036;VIS-001;87.1;87.1;piece
OF-2024-1037;ALU-001;8.9;8.9;m2
OF-2024-1037;VIS-001;119.3;119.3;piece
OF-2024-1037;FIL-001;2.3;2.3;bobine
OF-2024-1037;PEI-001;8.8;8.8;L
OF-2025-1038;BOIS-001;6.6;5.4;m3
OF-2025-1038;ALU-001;35.9;29.4;m2
OF-2025-1038;VIS-001;467.3;383.0;piece
OF-2025-1038;ETR-001;27.8;22.8;m
OF-2025-1038;PEI-001;35.0;28.7;L
OF-2026-1039;BOIS-001;2.6;2.6;m3
OF-2026-1039;RES-001;14.5;14.5;L
OF-2026-1039;VIS-001;170.2;170.2;piece
OF-2026-1039;PEI-001;19.9;19.9;L
OF-2023-1040;ALU-001;29.8;29.8;m2
OF-2023-1040;VIS-001;271.2;271.2;piece
OF-2023-1040;ETR-001;17.4;17.4;m
OF-2023-1040;PEI-001;15.5;15.5;L
OF-2023-1041;BOIS-002;6.8;6.8;m2
OF-2023-1041;ALU-001;32.0;32.0;m2
OF-2023-1041;CAR-001;7.4;7.4;m2
OF-2023-1041;VIS-001;473.1;473.1;piece
OF-2025-1042;CAR-001;3.6;3.6;m2
OF-2025-1042;VIS-001;86.6;86.6;piece
OF-2025-1042;FIL-001;4.8;4.8;bobine
OF-2025-1042;MAS-001;19.8;19.8;L
OF-2025-1043;BOIS-001;4.3;4.3;m3
OF-2025-1043;ALU-001;41.9;41.9;m2
OF-2025-1043;VIS-001;502.2;502.2;piece
OF-2025-1043;ETR-001;18.3;18.3;m
OF-2025-1043;PEI-001;38.7;38.7;L
OF-2023-1044;ALU-001;15.9;15.9;m2
OF-2023-1044;VIS-001;247.1;247.1;piece
OF-2023-1044;ETR-001;9.3;9.3;m
OF-2023-1044;PEI-001;8.3;8.3;L
OF-2024-1045;BOIS-002;5.7;0.0;m2
OF-2024-1045;ALU-001;14.9;0.0;m2
OF-2024-1045;VIS-001;174.5;0.0;piece
OF-2024-1045;MAS-001;12.8;0.0;L
OF-2024-1046;CAR-001;2.8;2.8;m2
OF-2024-1046;VIS-001;67.2;67.2;piece
OF-2024-1046;FIL-001;3.7;3.7;bobine
OF-2023-1047;BOIS-001;2.4;2.4;m3
OF-2023-1047;RES-001;10.5;10.5;L
OF-2023-1047;VIS-001;83.6;83.6;piece
OF-2023-1047;PEI-001;10.1;10.1;L
OF-2023-1048;BOIS-002;5.2;5.2;m2
OF-2023-1048;RES-001;5.5;5.5;L
OF-2023-1048;VIS-001;106.6;106.6;piece
OF-2024-1049;ALU-001;12.8;12.8;m2
OF-2024-1049;VIS-001;191.7;191.7;piece
OF-2024-1049;FIL-001;3.6;3.6;bobine
OF-2024-1049;PEI-001;13.8;13.8;L
OF-2024-1050;BOIS-001;5.4;5.4;m3
OF-2024-1050;ALU-001;29.8;29.8;m2
OF-2024-1050;VIS-001;492.2;492.2;piece
OF-2024-1050;ETR-001;25.1;25.1;m
OF-2024-1050;PEI-001;38.8;38.8;L
OF-2024-1051;BOIS-001;3.1;3.1;m3
OF-2024-1051;RES-001;14.1;14.1;L
OF-2024-1051;VIS-001;244.4;244.4;piece
OF-2024-1051;PEI-001;23.4;23.4;L
OF-2024-1052;ALU-001;27.3;27.3;m2
OF-2024-1052;VIS-001;398.3;398.3;piece
OF-2024-1052;ETR-001;17.1;17.1;m
OF-2024-1052;PEI-001;14.1;14.1;L
OF-2023-1053;BOIS-002;8.3;8.3;m2
OF-2023-1053;ALU-001;23.9;23.9;m2
OF-2023-1053;CAR-001;5.0;5.0;m2
OF-2023-1053;VIS-001;465.0;465.0;piece
OF-2024-1054;CAR-001;4.2;4.2;m2
OF-2024-1054;VIS-001;134.3;134.3;piece
OF-2024-1054;FIL-001;4.8;4.8;bobine
OF-2024-1054;MAS-001;10.1;10.1;L
OF-2026-1055;BOIS-001;6.0;0.0;m3
OF-2026-1055;ALU-001;38.6;0.0;m2
OF-2026-1055;VIS-001;515.4;0.0;piece
OF-2026-1055;ETR-001;20.4;0.0;m
OF-2026-1055;PEI-001;36.8;0.0;L
OF-2026-1056;ALU-001;17.6;17.6;m2
OF-2026-1056;VIS-001;217.4;217.4;piece
OF-2026-1056;ETR-001;12.8;12.8;m
OF-2026-1056;PEI-001;9.2;9.2;L
OF-2023-1057;BOIS-002;6.6;6.6;m2
OF-2023-1057;ALU-001;17.6;17.6;m2
OF-2023-1057;VIS-001;162.1;162.1;piece
OF-2023-1057;MAS-001;10.8;10.8;L
OF-2023-1058;CAR-001;2.4;2.4;m2
OF-2023-1058;VIS-001;85.7;85.7;piece
OF-2023-1058;FIL-001;2.1;2.1;bobine
OF-2024-1059;BOIS-001;3.0;3.0;m3
