num_ordre;num_commande;ref_bateau;date_creation;date_debut_prevue;date_fin_prevue;temps_production_estime_h;temps_production_reel_h;statut
OF-2025-0462;CMD-2025-0462;BAT-2025-0462;2024-02-14;2024-03-09;2024-04-07;236;236;TERMINE
OF-2025-0463;CMD-2024-0463;BAT-2025-0463;2022-12-02;2022-12-20;2023-01-31;342;342;TERMINE
OF-2023-0464;CMD-2025-0464;BAT-2023-0464;2022-09-11;2022-09-21;2022-12-03;584;584;TERMINE
OF-2025-0465;CMD-2024-0465;BAT-2025-0465;2023-04-24;2023-05-10;2023-06-17;310;310;TERMINE
OF-2024-0466;CMD-2025-0466;BAT-2024-0466;2026-01-22;2026-01-31;2026-03-17;363;0;TERMINE
OF-2023-0467;CMD-2024-0467;BAT-2023-0467;2023-12-13;2023-12-23;2024-01-14;183;183;TERMINE
OF-2024-0468;CMD-2024-0468;BAT-2024-0468;2022-06-18;2022-07-18;2022-08-20;270;270;TERMINE
OF-2025-0469;CMD-2024-0469;BAT-2025-0469;2022-01-09;2022-01-23;2022-04-06;588;588;TERMINE
OF-2023-0470;CMD-2024-0470;BAT-2023-0470;2023-02-19;2023-03-03;2023-03-20;143;143;TERMINE
OF-2023-0471;CMD-2025-0471;BAT-2023-0471;2022-06-14;2022-06-23;2022-08-07;362;362;TERMINE
OF-2023-0472;CMD-2026-0472;BAT-2023-0472;2023-05-08;2023-05-18;2023-07-30;588;588;TERMINE
OF-2025-0473;CMD-2026-0473;BAT-2025-0473;2022-04-04;2022-05-04;2022-05-27;187;187;TERMINE
OF-2023-0474;CMD-2025-0474;BAT-2023-0474;2026-01-18;2026-02-10;2026-03-25;344;0;PLANIFIE
OF-2025-0475;CMD-2024-0475;BAT-2025-0475;2022-01-20;2022-02-16;2022-03-13;203;203;TERMINE
OF-2023-0476;CMD-2024-0476;BAT-2023-0476;2022-02-16;2022-03-10;2022-04-10;250;250;TERMINE
OF-2023-0477;CMD-2023-0477;BAT-2023-0477;2026-01-04;2026-01-18;2026-03-28;559;0;PLANIFIE
OF-2023-0478;CMD-2024-0478;BAT-2023-0478;2025-06-14;2025-07-06;2025-08-04;238;61;EN_COURS
OF-2024-0479;CMD-2025-0479;BAT-2024-0479;2024-09-12;2024-10-04;2024-10-29;203;203;TERMINE
OF-2023-0480;CMD-2025-0480;BAT-2023-0480;2022-01-15;2022-01-27;2022-03-14;373;373;TERMINE
OF-2023-0481;CMD-2023-0481;BAT-2023-0481;2022-01-31;2022-02-12;2022-03-26;343;343;TERMINE
OF-2024-0482;CMD-2023-0482;BAT-2024-0482;2022-11-29;2022-12-09;2023-02-07;480;480;TERMINE
OF-2025-0483;CMD-2025-0483;BAT-2025-0483;2025-02-03;2025-02-21;2025-04-30;546;546;TERMINE
OF-2025-0484;CMD-2024-0484;BAT-2025-0484;2022-05-16;2022-06-05;2022-06-30;201;201;TERMINE
OF-2024-0485;CMD-2026-0485;BAT-2024-0485;2022-07-03;2022-07-20;2022-08-06;136;136;TERMINE
OF-2023-0486;CMD-2025-0486;BAT-2023-0486;2024-09-10;2024-09-17;2024-10-24;302;302;TERMINE
OF-2024-0487;CMD-2024-0487;BAT-2024-0487;2023-08-01;2023-08-14;2023-09-07;195;195;TERMINE
OF-2024-0488;CMD-2024-0488;BAT-2024-0488;2022-02-18;2022-02-25;2022-04-14;388;388;TERMINE
OF-2025-0489;CMD-2025-0489;BAT-2025-0489;2023-04-14;2023-04-22;2023-05-20;230;230;TERMINE
OF-2025-0490;CMD-2023-0490;BAT-2025-0490;2025-12-01;2025-12-17;2026-02-16;493;128;EN_COURS
OF-2023-0491;CMD-2023-0491;BAT-2023-0491;2022-07-11;2022-07-18;2022-09-07;413;413;TERMINE
OF-2024-0492;CMD-2026-0492;BAT-2024-0492;2024-10-01;2024-10-24;2024-12-27;514;514;TERMINE
OF-2023-0493;CMD-2025-0493;BAT-2023-0493;2022-10-08;2022-11-01;2022-11-20;158;158;TERMINE
OF-2025-0494;CMD-2023-0494;BAT-2025-0494;2025-02-26;2025-03-20;2025-06-02;598;0;PLANIFIE
OF-2023-0495;CMD-2023-0495;BAT-2023-0495;2025-10-07;2025-11-02;2026-01-10;552;242;EN_COURS
OF-2025-0496;CMD-2024-0496;BAT-2025-0496;2023-07-28;2023-08-17;2023-10-25;553;553;TERMINE
OF-2023-0497;CMD-2023-0497;BAT-2023-0497;2024-08-01;2024-08-14;2024-08-31;142;142;TERMINE
OF-2024-0498;CMD-2024-0498;BAT-2024-0498;2024-09-12;2024-10-10;2024-10-27;142;142;TERMINE
OF-2026-0499;CMD-2026-0499;BAT-2026-0499;2023-08-31;2023-09-09;2023-10-27;388;388;TERMINE
OF-2024-0500;CMD-2025-0500;BAT-2024-0500;2023-11-12;2023-11-27;2024-01-26;483;483;TERMINE
OF-2024-0501;CMD-2023-0501;BAT-2024-0501;2022-04-04;2022-04-25;2022-06-27;506;506;TERMINE
OF-2024-0502;CMD-2023-0502;BAT-2024-0502;2022-10-22;2022-11-13;2022-12-01;149;149;TERMINE
OF-2026-0503;CMD-2023-0503;BAT-2026-0503;2024-05-05;2024-06-03;2024-06-30;221;221;TERMINE
OF-2023-0504;CMD-2024-0504;BAT-2023-0504;2024-04-12;2024-05-10;2024-05-23;110;110;TERMINE
OF-2024-0505;CMD-2024-0505;BAT-2024-0505;2022-12-28;2023-01-05;2023-02-26;422;422;TERMINE
OF-2024-0506;CMD-2026-0506;BAT-2024-0506;2024-08-29;2024-09-11;2024-11-13;508;508;TERMINE
OF-2025-0507;CMD-2023-0507;BAT-2025-0507;2023-06-12;2023-06-19;2023-08-08;401;401;TERMINE
OF-2026-0508;CMD-2026-0508;BAT-2026-0508;2024-10-21;2024-11-16;2025-01-24;554;554;TERMINE
OF-2023-0509;CMD-2026-0509;BAT-2023-0509;2025-04-16;2025-05-15;2025-05-28;108;108;TERMINE
OF-2024-0510;CMD-2023-0510;BAT-2024-0510;2024-04-04;2024-05-04;2024-05-30;213;213;TERMINE
OF-2026-0511;CMD-2025-0511;BAT-2026-0511;2022-07-31;2022-08-10;2022-08-29;156;156;TERMINE
OF-2026-0512;CMD-2024-0512;BAT-2026-0512;2022-08-07;2022-08-27;2022-09-27;248;248;TERMINE
OF-2024-0513;CMD-2025-0513;BAT-2024-0513;2023-07-04;2023-07-28;2023-09-27;493;493;TERMINE
OF-2023-0514;CMD-2024-0514;BAT-2023-0514;2023-03-01;2023-03-26;2023-04-27;263;263;TERMINE
OF-2023-0515;CMD-2025-0515;BAT-2023-0515;2022-07-15;2022-07-30;2022-09-01;268;268;TERMINE
OF-2026-0516;CMD-2023-0516;BAT-2026-0516;2024-08-09;2024-08-16;2024-09-22;301;301;TERMINE
OF-2025-0517;CMD-2025-0517;BAT-2025-0517;2025-11-04;2025-11-11;2025-11-25;113;84;EN_COURS
OF-2024-0518;CMD-2025-0518;BAT-2024-0518;2024-02-11;2024-03-07;2024-04-14;309;309;TERMINE
OF-2026-0519;CMD-2025-0519;BAT-2026-0519;2024-06-06;2024-06-20;2024-06-30;85;85;TERMINE
OF-2024-0520;CMD-2024-0520;BAT-2024-0520;2022-05-05;2022-05-17;2022-07-10;438;438;TERMINE
OF-2024-0521;CMD-2023-0521;BAT-2024-0521;2022-09-18;2022-10-09;2022-11-08;241;241;TERMINE
OF-2025-0522;CMD-2024-0522;BAT-2025-0522;2023-04-01;2023-04-19;2023-05-05;128;128;TERMINE
OF-2025-0523;CMD-2024-0523;BAT-2025-0523;2024-07-15;2024-08-03;2024-09-24;419;419;TERMINE
OF-2024-0524;CMD-2024-0524;BAT-2024-0524;2025-04-19;2025-05-11;2025-06-23;351;21;EN_COURS
OF-2023-0525;CMD-2024-0525;BAT-2023-0525;2024-05-07;2024-06-06;2024-08-18;587;587;TERMINE
OF-2023-0526;CMD-2024-0526;BAT-2023-0526;2025-09-24;2025-10-23;2025-11-15;185;162;EN_COURS
OF-2024-0527;CMD-2025-0527;BAT-2024-0527;2023-05-03;2023-05-29;2023-06-12;113;113;TERMINE
OF-2025-0528;CMD-2024-0528;BAT-2025-0528;2023-01-30;2023-02-13;2023-03-21;291;291;TERMINE
OF-2025-0529;CMD-2025-0529;BAT-2025-0529;2025-08-28;2025-09-14;2025-11-07;432;0;PLANIFIE
OF-2025-0530;CMD-2024-0530;BAT-2025-0530;2026-01-10;2026-02-07;2026-02-21;114;61;EN_COURS
OF-2024-0531;CMD-2025-0531;BAT-2024-0531;2025-11-24;2025-12-07;2026-01-10;278;108;EN_COURS
OF-2025-0532;CMD-2025-0532;BAT-2025-0532;2022-09-28;2022-10-05;2022-10-18;107;107;TERMINE
OF-2024-0533;CMD-2023-0533;BAT-2024-0533;2022-09-08;2022-09-19;2022-11-02;355;355;TERMINE
OF-2025-0534;CMD-2025-0534;BAT-2025-0534;2023-10-04;2023-10-30;2023-11-26;217;217;TERMINE
OF-2024-0535;CMD-2023-0535;BAT-2024-0535;2025-04-19;2025-05-07;2025-06-21;364;43;EN_COURS
OF-2023-0536;CMD-2026-0536;BAT-2023-0536;2025-03-05;2025-03-18;2025-05-24;538;538;TERMINE
OF-2026-0537;CMD-2023-0537;BAT-2026-0537;2022-06-05;2022-07-04;2022-08-12;314;314;TERMINE
OF-2024-0538;CMD-2026-0538;BAT-2024-0538;2024-08-27;2024-09-13;2024-10-12;234;234;TERMINE
OF-2025-0539;CMD-2026-0539;BAT-2025-0539;2022-09-04;2022-09-25;2022-11-03;314;314;TERMINE
OF-2025-0540;CMD-2025-0540;BAT-2025-0540;2022-10-09;2022-10-24;2022-11-10;142;142;TERMINE
OF-2025-0541;CMD-2024-0541;BAT-2025-0541;2023-12-28;2024-01-04;2024-02-23;405;405;TERMINE
OF-2023-0542;CMD-2026-0542;BAT-2023-0542;2023-09-06;2023-09-20;2023-10-06;130;130;TERMINE
OF-2024-0543;CMD-2025-0543;BAT-2024-0543;2024-08-12;2024-09-07;2024-10-03;209;209;TERMINE
OF-2024-0544;CMD-2025-0544;BAT-2024-0544;2025-12-21;2026-01-05;2026-02-25;409;0;PLANIFIE
OF-2024-0545;CMD-2024-0545;BAT-2024-0545;2025-01-16;2025-02-07;2025-04-21;584;584;TERMINE
OF-2024-0546;CMD-2025-0546;BAT-2024-0546;2023-04-26;2023-05-08;2023-07-12;520;520;TERMINE
OF-2024-0547;CMD-2025-0547;BAT-2024-0547;2024-06-06;2024-06-21;2024-07-08;138;138;TERMINE
OF-2024-0548;CMD-2024-0548;BAT-2024-0548;2025-01-13;2025-01-25;2025-03-17;408;408;TERMINE
OF-2024-0549;CMD-2026-0549;BAT-2024-0549;2024-03-25;2024-04-16;2024-05-12;208;208;TERMINE
OF-2025-0550;CMD-2024-0550;BAT-2025-0550;2024-02-04;2024-02-13;2024-04-13;481;481;TERMINE
OF-2023-0551;CMD-2023-0551;BAT-2023-0551;2024-12-28;2025-01-09;2025-03-05;441;441;TERMINE
OF-2024-0552;CMD-2023-0552;BAT-2024-0552;2023-01-05;2023-02-01;2023-02-12;93;93;TERMINE
OF-2023-0553;CMD-2025-0553;BAT-2023-0553;2023-08-12;2023-09-06;2023-10-08;259;259;TERMINE
OF-2026-0554;CMD-2024-0554;BAT-2026-0554;2022-03-23;2022-04-03;2022-06-04;499;499;TERMINE
OF-2023-0555;CMD-2025-0555;BAT-2023-0555;2025-04-04;2025-04-22;2025-06-26;520;104;EN_COURS
OF-2024-0556;CMD-2023-0556;BAT-2024-0556;2025-06-12;2025-06-21;2025-07-07;131;0;PLANIFIE
OF-2024-0557;CMD-2023-0557;BAT-2024-0557;2022-10-03;2022-10-15;2022-12-02;385;385;TERMINE
OF-2023-0558;CMD-2024-0558;BAT-2023-0558;2024-05-09;2024-05-16;2024-06-13;227;227;TERMINE
OF-2025-0559;CMD-2025-0559;BAT-2025-0559;2022-04-23;2022-05-15;2022-07-19;526;526;TERMINE
OF-2023-0560;CMD-2025-0560;BAT-2023-0560;2022-01-31;2022-02-25;2022-04-17;413;413;TERMINE
OF-2025-0561;CMD-2024-0561;BAT-2025-0561;2025-09-11;2025-09-22;2025-10-30;308;0;PLANIFIE
OF-2023-0562;CMD-2024-0562;BAT-2023-0562;2025-08-09;2025-09-04;2025-10-17;345;57;EN_COURS
OF-2025-0563;CMD-2025-0563;BAT-2025-0563;2023-12-16;2023-12-31;2024-02-15;374;374;TERMINE
OF-2025-0564;CMD-2023-0564;BAT-2025-0564;2024-09-03;2024-09-23;2024-10-07;112;112;TERMINE
OF-2023-0565;CMD-2024-0565;BAT-2023-0565;2023-07-23;2023-08-12;2023-08-30;151;151;TERMINE
OF-2023-0566;CMD-2025-0566;BAT-2023-0566;2024-10-09;2024-11-04;2024-12-08;273;273;TERMINE
OF-2024-0567;CMD-2024-0567;BAT-2024-0567;2025-02-21;2025-03-07;2025-05-12;535;535;TERMINE
OF-2024-0568;CMD-2026-0568;BAT-2024-0568;2023-12-09;2023-12-29;2024-02-19;423;423;TERMINE
OF-2023-0569;CMD-2023-0569;BAT-2023-0569;2022-12-05;2022-12-23;2023-02-08;380;380;TERMINE
OF-2023-0570;CMD-2025-0570;BAT-2023-0570;2023-07-30;2023-08-28;2023-11-05;558;558;TERMINE
OF-2023-0571;CMD-2026-0571;BAT-2023-0571;2025-05-04;2025-05-21;2025-06-29;312;170;EN_COURS
OF-2024-0572;CMD-2023-0572;BAT-2024-0572;2023-04-26;2023-05-13;2023-05-25;96;96;TERMINE
OF-2025-0573;CMD-2024-0573;BAT-2025-0573;2022-04-13;2022-04-29;2022-07-10;580;580;TERMINE
OF-2024-0574;CMD-2023-0574;BAT-2024-0574;2023-07-19;2023-08-01;2023-10-08;548;548;TERMINE
OF-2025-0575;CMD-2025-0575;BAT-2025-0575;2024-05-01;2024-05-16;2024-07-18;504;504;TERMINE
OF-2023-0576;CMD-2023-0576;BAT-2023-0576;2024-01-24;2024-02-21;2024-04-09;384;384;TERMINE
OF-2023-0577;CMD-2025-0577;BAT-2023-0577;2022-11-02;2022-11-23;2023-02-01;566;566;TERMINE
OF-2023-0578;CMD-2024-0578;BAT-2023-0578;2025-11-29;2025-12-20;2026-02-17;474;0;PLANIFIE
OF-2025-0579;CMD-2024-0579;BAT-2025-0579;2022-03-10;2022-03-27;2022-04-10;117;117;TERMINE
OF-2024-0580;CMD-2023-0580;BAT-2024-0580;2023-03-09;2023-03-16;2023-05-15;485;485;TERMINE
OF-2025-0581;CMD-2025-0581;BAT-2025-0581;2024-08-22;2024-09-20;2024-10-15;203;203;TERMINE
OF-2024-0582;CMD-2024-0582;BAT-2024-0582;2022-06-16;2022-07-12;2022-07-24;96;96;TERMINE
OF-2023-0583;CMD-2023-0583;BAT-2023-0583;2024-03-04;2024-03-26;2024-05-01;290;290;TERMINE
OF-2026-0584;CMD-2024-0584;BAT-2026-0584;2024-03-29;2024-04-05;2024-05-25;402;402;TERMINE
OF-2024-0585;CMD-2024-0585;BAT-2024-0585;2022-08-30;2022-09-28;2022-12-05;546;546;TERMINE
OF-2023-0586;CMD-2024-0586;BAT-2023-0586;2025-01-21;2025-02-09;2025-04-16;533;533;TERMINE
OF-2025-0587;CMD-2025-0587;BAT-2025-0587;2022-11-30;2022-12-25;2023-01-05;95;95;TERMINE
OF-2023-0588;CMD-2025-0588;BAT-2023-0588;2025-10-10;2025-11-04;2025-12-04;243;0;TERMINE
OF-2024-0589;CMD-2023-0589;BAT-2024-0589;2023-04-23;2023-05-14;2023-06-04;172;172;TERMINE
OF-2024-0590;CMD-2024-0590;BAT-2024-0590;2025-06-04;2025-06-19;2025-07-20;255;0;TERMINE
OF-2024-0591;CMD-2025-0591;BAT-2024-0591;2022-06-28;2022-07-26;2022-09-04;323;323;TERMINE
OF-2024-0592;CMD-2024-0592;BAT-2024-0592;2024-01-05;2024-01-30;2024-04-02;508;508;TERMINE
OF-2025-0593;CMD-2025-0593;BAT-2025-0593;2025-01-08;2025-01-29;2025-03-04;274;274;TERMINE
OF-2024-0594;CMD-2025-0594;BAT-2024-0594;2023-04-21;2023-05-15;2023-06-29;364;364;TERMINE
OF-2023-0595;CMD-2025-0595;BAT-2023-0595;2024-08-12;2024-09-11;2024-10-05;194;194;TERMINE
OF-2024-0596;CMD-2026-0596;BAT-2024-0596;2025-09-20;2025-10-04;2025-10-28;196;175;EN_COURS
OF-2023-0597;CMD-2025-0597;BAT-2023-0597;2024-02-17;2024-03-15;2024-04-26;338;338;TERMINE
OF-2026-0598;CMD-2023-0598;BAT-2026-0598;2022-04-05;2022-04-15;2022-06-24;567;567;TERMINE
OF-2026-0599;CMD-2025-0599;BAT-2026-0599;2022-04-09;2022-04-22;2022-05-05;111;111;TERMINE
OF-2024-0600;CMD-2024-0600;BAT-2024-0600;2024-12-18;2024-12-30;2025-03-03;504;504;TERMINE
OF-2025-0601;CMD-2025-0601;BAT-2025-0601;2022-03-03;2022-03-31;2022-04-12;99;99;TERMINE
OF-2024-0602;CMD-2024-0602;BAT-2024-0602;2025-08-06;2025-09-02;2025-11-10;558;100;EN_COURS
OF-2023-0603;CMD-2024-0603;BAT-2023-0603;2026-01-12;2026-02-07;2026-04-07;474;0;PLANIFIE
OF-2023-0604;CMD-2023-0604;BAT-2023-0604;2024-12-22;2025-01-02;2025-01-14;97;97;TERMINE
OF-2024-0605;CMD-2023-0605;BAT-2024-0605;2024-05-12;2024-05-25;2024-07-07;350;350;TERMINE
OF-2024-0606;CMD-2024-0606;BAT-2024-0606;2025-08-07;2025-08-22;2025-10-13;422;0;TERMINE
OF-2024-0607;CMD-2025-0607;BAT-2024-0607;2023-09-03;2023-09-15;2023-11-11;462;462;TERMINE
OF-2024-0608;CMD-2025-0608;BAT-2024-0608;2024-07-28;2024-08-15;2024-09-25;334;334;TERMINE
OF-2023-0609;CMD-2026-0609;BAT-2023-0609;2023-05-27;2023-06-22;2023-08-19;465;465;TERMINE
OF-2024-0610;CMD-2023-0610;BAT-2024-0610;2025-11-13;2025-11-29;2025-12-14;123;55;EN_COURS
OF-2026-0611;CMD-2025-0611;BAT-2026-0611;2024-01-23;2024-02-07;2024-02-19;96;96;TERMINE
OF-2024-0612;CMD-2026-0612;BAT-2024-0612;2022-09-01;2022-09-19;2022-11-25;542;542;TERMINE
OF-2024-0613;CMD-2025-0613;BAT-2024-0613;2023-02-09;2023-02-20;2023-03-31;316;316;TERMINE
OF-2025-0614;CMD-2025-0614;BAT-2025-0614;2023-08-05;2023-08-30;2023-09-18;155;155;TERMINE
OF-2024-0615;CMD-2026-0615;BAT-2024-0615;2022-10-04;2022-11-03;2022-11-19;131;131;TERMINE
OF-2024-0616;CMD-2024-0616;BAT-2024-0616;2022-01-23;2022-02-11;2022-04-15;506;506;TERMINE
OF-2025-0617;CMD-2025-0617;BAT-2025-0617;2022-12-29;2023-01-11;2023-03-06;433;433;TERMINE
OF-2024-0618;CMD-2024-0618;BAT-2024-0618;2025-04-19;2025-05-19;2025-06-29;333;174;EN_COURS
OF-2026-0619;CMD-2023-0619;BAT-2026-0619;2024-07-12;2024-08-07;2024-09-09;271;271;TERMINE
OF-2024-0620;CMD-2023-0620;BAT-2024-0620;2022-04-11;2022-05-04;2022-06-15;337;337;TERMINE
OF-2023-0621;CMD-2025-0621;BAT-2023-0621;2022-11-13;2022-11-24;2023-01-24;492;492;TERMINE
OF-2026-0622;CMD-2023-0622;BAT-2026-0622;2024-03-27;2024-04-07;2024-04-25;148;148;TERMINE
OF-2023-0623;CMD-2024-0623;BAT-2023-0623;2023-03-22;2023-04-07;2023-05-02;201;201;TERMINE
OF-2026-0624;CMD-2024-0624;BAT-2026-0624;2022-09-29;2022-10-07;2022-12-11;525;525;TERMINE
OF-2024-0625;CMD-2026-0625;BAT-2024-0625;2023-08-31;2023-09-07;2023-10-29;417;417;TERMINE
OF-2026-0626;CMD-2026-0626;BAT-2026-0626;2024-05-23;2024-06-12;2024-07-05;184;184;TERMINE
OF-2023-0627;CMD-2023-0627;BAT-2023-0627;2025-08-22;2025-09-09;2025-11-09;491;460;EN_COURS
OF-2023-0628;CMD-2025-0628;BAT-2023-0628;2024-07-07;2024-08-02;2024-10-03;498;498;TERMINE
OF-2026-0629;CMD-2024-0629;BAT-2026-0629;2022-11-10;2022-12-07;2023-01-23;377;377;TERMINE
OF-2024-0630;CMD-2024-0630;BAT-2024-0630;2023-10-14;2023-10-28;2023-11-16;154;154;TERMINE
OF-2026-0631;CMD-2024-0631;BAT-2026-0631;2024-10-12;2024-10-25;2024-11-25;253;253;TERMINE
OF-2024-0632;CMD-2024-0632;BAT-2024-0632;2022-04-03;2022-04-14;2022-06-05;421;421;TERMINE
OF-2024-0633;CMD-2025-0633;BAT-2024-0633;2023-09-03;2023-10-03;2023-11-05;268;268;TERMINE
OF-2023-0634;CMD-2023-0634;BAT-2023-0634;2023-07-09;2023-07-31;2023-10-04;521;521;TERMINE
OF-2024-0635;CMD-2026-0635;BAT-2024-0635;2023-10-08;2023-10-17;2023-10-27;85;85;TERMINE
OF-2023-0636;CMD-2023-0636;BAT-2023-0636;2025-11-10;2025-12-04;2026-01-28;445;0;PLANIFIE
OF-2025-0637;CMD-2025-0637;BAT-2025-0637;2022-06-10;2022-06-25;2022-08-19;440;440;TERMINE
OF-2025-0638;CMD-2025-0638;BAT-2025-0638;2024-11-08;2024-11-15;2025-01-08;432;432;TERMINE
OF-2023-0639;CMD-2024-0639;BAT-2023-0639;2023-10-20;2023-11-10;2023-12-23;346;346;TERMINE
OF-2023-0640;CMD-2025-0640;BAT-2023-0640;2024-03-26;2024-04-03;2024-06-14;583;583;TERMINE
OF-2023-0641;CMD-2025-0641;BAT-2023-0641;2026-01-08;2026-01-24;2026-03-15;406;70;EN_COURS
OF-2024-0642;CMD-2025-0642;BAT-2024-0642;2022-12-31;2023-01-09;2023-01-22;104;104;TERMINE
OF-2024-0643;CMD-2024-0643;BAT-2024-0643;2024-11-18;2024-12-06;2025-02-05;488;488;TERMINE
OF-2023-0644;CMD-2024-0644;BAT-2023-0644;2022-11-07;2022-11-26;2023-01-16;409;409;TERMINE
OF-2025-0645;CMD-2024-0645;BAT-2025-0645;2025-12-23;2026-01-18;2026-02-23;291;131;EN_COURS
OF-2026-0646;CMD-2023-0646;BAT-2026-0646;2023-09-07;2023-09-22;2023-10-04;101;101;TERMINE
OF-2026-0647;CMD-2024-0647;BAT-2026-0647;2022-03-29;2022-04-24;2022-05-25;252;252;TERMINE
OF-2024-0648;CMD-2025-0648;BAT-2024-0648;2023-04-01;2023-04-10;2023-05-01;174;174;TERMINE
OF-2023-0649;CMD-2024-0649;BAT-2023-0649;2023-11-18;2023-12-12;2024-01-26;362;362;TERMINE
OF-2023-0650;CMD-2026-0650;BAT-2023-0650;2022-08-17;2022-09-12;2022-11-12;492;492;TERMINE
OF-2024-0651;CMD-2023-0651;BAT-2024-0651;2022-10-28;2022-11-04;2022-12-24;401;401;TERMINE
OF-2024-0652;CMD-2024-0652;BAT-2024-0652;2024-01-15;2024-02-13;2024-03-29;365;365;TERMINE
OF-2024-0653;CMD-2025-0653;BAT-2024-0653;2025-08-04;2025-08-17;2025-09-06;161;0;TERMINE
OF-2025-0654;CMD-2026-0654;BAT-2025-0654;2023-05-15;2023-06-09;2023-07-23;358;358;TERMINE
OF-2024-0655;CMD-2026-0655;BAT-2024-0655;2023-05-24;2023-06-10;2023-08-07;464;464;TERMINE
OF-2024-0656;CMD-2023-0656;BAT-2024-0656;2022-02-03;2022-02-14;2022-04-12;462;462;TERMINE
OF-2025-0657;CMD-2024-0657;BAT-2025-0657;2022-04-10;2022-04-27;2022-05-13;133;133;TERMINE
OF-2025-0658;CMD-2024-0658;BAT-2025-0658;2022-04-01;2022-04-12;2022-05-03;169;169;TERMINE
OF-2024-0659;CMD-2024-0659;BAT-2024-0659;2025-04-16;2025-04-24;2025-05-19;201;201;TERMINE
OF-2024-0660;CMD-2025-0660;BAT-2024-0660;2023-11-26;2023-12-08;2024-01-12;284;284;TERMINE
OF-2023-0661;CMD-2025-0661;BAT-2023-0661;2025-03-22;2025-04-18;2025-05-21;271;271;TERMINE
OF-2026-0662;CMD-2025-0662;BAT-2026-0662;2023-12-16;2024-01-07;2024-02-23;382;382;TERMINE
OF-2024-0663;CMD-2023-0663;BAT-2024-0663;2022-03-31;2022-04-17;2022-06-02;372;372;TERMINE
OF-2023-0664;CMD-2024-0664;BAT-2023-0664;2025-07-15;2025-08-08;2025-09-02;203;0;TERMINE
OF-2024-0665;CMD-2023-0665;BAT-2024-0665;2023-11-08;2023-11-27;2024-01-27;495;495;TERMINE
OF-2026-0666;CMD-2023-0666;BAT-2026-0666;2025-06-16;2025-07-08;2025-07-24;133;99;EN_COURS
OF-2024-0667;CMD-2024-0667;BAT-2024-0667;2023-09-27;2023-10-21;2023-12-24;513;513;TERMINE
OF-2025-0668;CMD-2025-0668;BAT-2025-0668;2024-04-11;2024-04-18;2024-05-14;214;214;TERMINE
OF-2023-0669;CMD-2023-0669;BAT-2023-0669;2024-02-06;2024-02-19;2024-02-29;84;84;TERMINE
OF-2026-0670;CMD-2025-0670;BAT-2026-0670;2022-07-12;2022-07-29;2022-10-01;513;513;TERMINE
OF-2024-0671;CMD-2026-0671;BAT-2024-0671;2023-09-11;2023-09-20;2023-10-26;294;294;TERMINE
OF-2024-0672;CMD-2026-0672;BAT-2024-0672;2024-01-19;2024-02-01;2024-02-23;179;179;TERMINE
OF-2026-0673;CMD-2023-0673;BAT-2026-0673;2022-09-10;2022-10-05;2022-10-25;161;161;TERMINE
OF-2024-0674;CMD-2024-0674;BAT-2024-0674;2024-05-29;2024-06-15;2024-08-13;477;477;TERMINE
OF-2026-0675;CMD-2025-0675;BAT-2026-0675;2023-06-25;2023-07-22;2023-09-28;551;551;TERMINE
OF-2024-0676;CMD-2024-0676;BAT-2024-0676;2023-05-13;2023-06-12;2023-08-22;569;569;TERMINE
OF-2023-0677;CMD-2025-0677;BAT-2023-0677;2025-08-08;2025-08-18;2025-09-20;270;23;EN_COURS
OF-2024-0678;CMD-2024-0678;BAT-2024-0678;2025-11-14;2025-12-13;2026-02-22;570;146;EN_COURS
OF-2024-0679;CMD-2023-0679;BAT-2024-0679;2023-10-22;2023-11-05;2023-12-05;247;247;TERMINE
OF-2024-0680;CMD-2025-0680;BAT-2024-0680;2023-06-13;2023-06-25;2023-08-30;529;529;TERMINE
OF-2025-0681;CMD-2026-0681;BAT-2025-0681;2025-08-27;2025-09-07;2025-09-22;127;40;EN_COURS
OF-2023-0682;CMD-2024-0682;BAT-2023-0682;2022-05-14;2022-06-03;2022-07-07;273;273;TERMINE
OF-2024-0683;CMD-2025-0683;BAT-2024-0683;2024-10-10;2024-11-07;2024-11-26;152;152;TERMINE
OF-2023-0684;CMD-2025-0684;BAT-2023-0684;2023-11-04;2023-11-19;2024-01-11;430;430;TERMINE
OF-2023-0685;CMD-2025-0685;BAT-2023-0685;2023-02-18;2023-03-14;2023-04-21;306;306;TERMINE
OF-2024-0686;CMD-2024-0686;BAT-2024-0686;2023-03-14;2023-04-11;2023-05-10;238;238;TERMINE
OF-2024-0687;CMD-2025-0687;BAT-2024-0687;2022-09-20;2022-10-12;2022-12-18;540;540;TERMINE
OF-2023-0688;CMD-2024-0688;BAT-2023-0688;2024-03-26;2024-04-14;2024-06-01;385;385;TERMINE
OF-2025-0689;CMD-2025-0689;BAT-2025-0689;2022-04-18;2022-05-02;2022-06-29;467;467;TERMINE
OF-2024-0690;CMD-2024-0690;BAT-2024-0690;2025-07-14;2025-07-30;2025-08-19;166;0;PLANIFIE
OF-2024-0691;CMD-2025-0691;BAT-2024-0691;2022-02-07;2022-03-07;2022-05-11;524;524;TERMINE
OF-2024-0692;CMD-2025-0692;BAT-2024-0692;2024-01-31;2024-02-25;2024-03-06;82;82;TERMINE
